name,node_id,osm_node_id,railway,level_crossing,access,description,x_coord,y_coord,geometry
,0,179380800,,,,,-86.0030152,41.6696231,POINT (-86.00301519999999 41.6696231)
,1,179384298,,,,,-85.9886637,41.672282,POINT (-85.9886637 41.672282)
,2,179384301,,,,,-85.9883844,41.6719517,POINT (-85.9883844 41.6719517)
,3,179384304,,,,,-85.9885779,41.6718395,POINT (-85.9885779 41.6718395)
,4,179384307,,,,,-85.9887332,41.6717362,POINT (-85.9887332 41.6717362)
,5,179384310,,,,,-85.9890444,41.6714795,POINT (-85.9890444 41.6714795)
,6,179404154,,,,,-85.9888966,41.6728005,POINT (-85.9888966 41.6728005)
,7,179404165,,,,,-86.0008936,41.669951,POINT (-86.0008936 41.669951)
,8,179404176,,,,,-86.0418537,41.6629899,POINT (-86.0418537 41.6629899)
,9,179404179,,,,,-86.0336916,41.6620993,POINT (-86.0336916 41.6620993)
,10,179404182,,,,,-86.023535,41.663121,POINT (-86.023535 41.663121)
,11,179404185,,,,,-86.0197127,41.6645227,POINT (-86.0197127 41.6645227)
,12,179404189,,,,,-86.0169292,41.6657729,POINT (-86.01692920000001 41.6657729)
,13,179404198,,,,,-86.0086912,41.6674324,POINT (-86.0086912 41.6674324)
,14,179404201,,,,,-86.003349,41.6686137,POINT (-86.003349 41.6686137)
,15,179404205,,,,,-85.9866044,41.673057,POINT (-85.9866044 41.673057)
,16,179441633,,,,,-86.0521937,41.6641263,POINT (-86.0521937 41.6641263)
,17,1431484843,,,,,-86.0332735,41.6620966,POINT (-86.03327350000001 41.6620966)
,18,1431484844,,,,,-86.0329104,41.6621138,POINT (-86.03291040000001 41.6621138)
,19,1431484845,,,,,-86.0340474,41.6621127,POINT (-86.03404740000001 41.6621127)
,20,1431484846,,,,,-86.0344077,41.6621419,POINT (-86.0344077 41.6621419)
,21,1431484847,,,,,-86.032507,41.6621446,POINT (-86.032507 41.6621446)
,22,1431484848,,,,,-86.0347738,41.6621832,POINT (-86.0347738 41.6621832)
,23,1431484849,,,,,-86.0365388,41.6623954,POINT (-86.0365388 41.6623954)
,24,1431484850,,,,,-86.0382948,41.6625987,POINT (-86.0382948 41.6625987)
,25,1431484851,,,,,-86.0247085,41.6629166,POINT (-86.0247085 41.6629166)
,26,1431484853,,,,,-86.0243327,41.6629628,POINT (-86.0243327 41.6629628)
,27,1431484854,,,,,-86.0240223,41.6630157,POINT (-86.0240223 41.6630157)
,28,1431484855,,,,,-86.0237496,41.6630708,POINT (-86.0237496 41.6630708)
,29,1431484856,,,,,-86.0231841,41.663218,POINT (-86.02318409999999 41.663218)
,30,1431484859,,,,,-86.0446829,41.6633028,POINT (-86.0446829 41.6633028)
,31,1431484860,,,,,-86.022881,41.6633123,POINT (-86.022881 41.6633123)
,32,1431484861,,,,,-86.0450807,41.6633534,POINT (-86.0450807 41.6633534)
,33,1431484863,,,,,-86.045423,41.6634031,POINT (-86.045423 41.6634031)
,34,1431484865,,,,,-86.0458109,41.6634592,POINT (-86.04581090000001 41.6634592)
,35,1431484866,,,,,-86.0224528,41.6634692,POINT (-86.0224528 41.6634692)
,36,1431484875,,,,,-86.021878,41.6636859,POINT (-86.021878 41.6636859)
,37,1431484888,,,,,-86.052549,41.6641605,POINT (-86.052549 41.6641605)
,38,1431484889,,,,,-86.0547764,41.6641119,POINT (-86.05477639999999 41.6641119)
,39,1431484890,,,,,-86.0529035,41.6641829,POINT (-86.0529035 41.6641829)
,40,1431484891,,,,,-86.0543787,41.6641515,POINT (-86.0543787 41.6641515)
,41,1431484892,,,,,-86.0532072,41.6641919,POINT (-86.0532072 41.6641919)
,42,1431484893,,,,,-86.0540392,41.6641768,POINT (-86.05403920000001 41.6641768)
,43,1431484894,,,,,-86.0537847,41.6641874,POINT (-86.05378469999999 41.6641874)
,44,1431484895,,,,,-86.0535236,41.6641926,POINT (-86.05352360000001 41.6641926)
,45,1431484896,,,,,-86.0194555,41.6646346,POINT (-86.01945550000001 41.6646346)
,46,1431484897,,,,,-86.0192404,41.6647477,POINT (-86.0192404 41.6647477)
,47,1431484898,,,,,-86.0189442,41.6649031,POINT (-86.01894420000001 41.6649031)
,48,1431484899,,,,,-86.0186925,41.6650431,POINT (-86.0186925 41.6650431)
,49,1431484900,,,,,-86.0184763,41.6651561,POINT (-86.0184763 41.6651561)
,50,1431484901,,,,,-86.0182851,41.665246,POINT (-86.0182851 41.665246)
,51,1431484902,,,,,-86.0181378,41.6653118,POINT (-86.01813780000001 41.6653118)
,52,1431484903,,,,,-86.0178937,41.6654124,POINT (-86.0178937 41.6654124)
,53,1431484906,,,,,-86.0174936,41.6655705,POINT (-86.01749359999999 41.6655705)
,54,1431484907,,,,,-86.0172459,41.6656618,POINT (-86.01724590000001 41.6656618)
,55,1431484909,,,,,-86.0167544,41.6658332,POINT (-86.0167544 41.6658332)
,56,1431484911,,,,,-86.016589,41.6658821,POINT (-86.016589 41.6658821)
,57,1431484913,,,,,-86.0164861,41.6659095,POINT (-86.01648609999999 41.6659095)
,58,1431484914,,,,,-86.0160148,41.6660003,POINT (-86.01601479999999 41.6660003)
,59,1431484915,switch,,,,-86.015898,41.6660219,POINT (-86.01589800000001 41.6660219)
,60,1431484916,,,,,-86.0156646,41.6660503,POINT (-86.01566459999999 41.6660503)
,61,1431484917,,,,,-86.0154592,41.6660716,POINT (-86.0154592 41.6660716)
,62,1431484918,switch,,,,-86.0152963,41.6660858,POINT (-86.0152963 41.6660858)
,63,1431484920,,,,,-86.0147388,41.6661308,POINT (-86.0147388 41.6661308)
,64,1431484921,switch,,,,-86.0146118,41.666144,POINT (-86.0146118 41.666144)
,65,1431484922,,,,,-86.014297,41.6661923,POINT (-86.014297 41.6661923)
,66,1431484923,,,,,-86.0141094,41.6662302,POINT (-86.0141094 41.6662302)
