name,node_id,osm_node_id,railway,level_crossing,access,description,x_coord,y_coord,geometry
,0,54581701,switch,,,,-117.3962321,34.0675859,POINT (-117.3962321 34.0675859)
,1,54581738,,,,,-117.3478346,34.0660373,POINT (-117.3478346 34.0660373)
,2,54581743,switch,,,,-117.3422385,34.0666376,POINT (-117.3422385 34.0666376)
,3,54581744,,,,,-117.3409067,34.0668978,POINT (-117.3409067 34.0668978)
,4,54631379,,,,,-117.3441505,34.0681036,POINT (-117.3441505 34.0681036)
,5,54631381,,,,,-117.3414312,34.0675681,POINT (-117.3414312 34.0675681)
,6,54631870,,,,,-117.3443889,34.0688161,POINT (-117.3443889 34.0688161)
,7,54631872,,,,,-117.3443467,34.0686303,POINT (-117.3443467 34.0686303)
,8,54822156,level_crossing,,,,-117.3876259,34.0648565,POINT (-117.3876259 34.0648565)
,9,54822199,level_crossing,,,,-117.389857,34.0676118,POINT (-117.389857 34.0676118)
,10,526772198,switch,,,,-117.396038,34.0675901,POINT (-117.396038 34.0675901)
,11,526772205,,,,,-117.3918515,34.066801,POINT (-117.3918515 34.066801)
,12,526772208,,,,,-117.3916803,34.0667712,POINT (-117.3916803 34.0667712)
,13,526772209,,,,,-117.3918472,34.0677157,POINT (-117.3918472 34.0677157)
,14,526772214,,,,,-117.3899746,34.0663419,POINT (-117.3899746 34.0663419)
,15,526772222,level_crossing,,,,-117.3690603,34.0682096,POINT (-117.3690603 34.0682096)
,16,526772233,,,,,-117.3622683,34.068363,POINT (-117.3622683 34.068363)
,17,526772241,,,,,-117.3605223,34.0683152,POINT (-117.3605223 34.0683152)
,18,526772243,,,,,-117.3567817,34.0679322,POINT (-117.3567817 34.0679322)
,19,526772268,buffer_stop,,,,-117.3511675,34.0634268,POINT (-117.3511675 34.0634268)
,20,526772269,buffer_stop,,,,-117.3509602,34.0633428,POINT (-117.3509602 34.0633428)
,21,526772279,,,,,-117.35154,34.0657093,POINT (-117.35154 34.0657093)
,22,526772280,,,,,-117.3515715,34.0656197,POINT (-117.3515715 34.0656197)
,23,526772281,,,,,-117.351602,34.0653388,POINT (-117.351602 34.0653388)
,24,526772282,,,,,-117.3516107,34.0637464,POINT (-117.3516107 34.0637464)
,25,526772283,,,,,-117.3512653,34.0658939,POINT (-117.3512653 34.0658939)
,26,526772284,,,,,-117.3514246,34.0657236,POINT (-117.3514246 34.0657236)
,27,526772285,,,,,-117.3514712,34.0656305,POINT (-117.3514712 34.0656305)
,28,526772286,,,,,-117.3515219,34.0653545,POINT (-117.3515219 34.0653545)
,29,526772287,switch,,,,-117.3509433,34.0657625,POINT (-117.3509433 34.0657625)
,30,526772288,,,,,-117.3511355,34.0654589,POINT (-117.3511355 34.0654589)
,31,526772289,,,,,-117.3511589,34.0653575,POINT (-117.3511589 34.0653575)
,32,526772290,,,,,-117.3511675,34.0652483,POINT (-117.3511675 34.0652483)
,33,526772291,,,,,-117.3507868,34.0657756,POINT (-117.3507868 34.0657756)
,34,526772292,,,,,-117.3509278,34.0655568,POINT (-117.3509278 34.0655568)
,35,526772293,,,,,-117.3509546,34.065454,POINT (-117.3509546 34.065454)
,36,526772294,switch,,,,-117.3525143,34.0667113,POINT (-117.3525143 34.0667113)
,37,526772300,,,,,-117.3552183,34.0676473,POINT (-117.3552183 34.0676473)
,38,526772301,,,,,-117.3560645,34.0678357,POINT (-117.3560645 34.0678357)
,39,526772302,,,,,-117.3534003,34.067111,POINT (-117.3534003 34.067111)
,40,526772303,,,,,-117.3499403,34.0662244,POINT (-117.3499403 34.0662244)
,41,526772308,,,,,-117.3520732,34.0660052,POINT (-117.3520732 34.0660052)
,42,526772310,,,,,-117.351995,34.0660631,POINT (-117.351995 34.0660631)
,43,526772311,,,,,-117.3519516,34.0662138,POINT (-117.3519516 34.0662138)
,44,526772313,,,,,-117.3521076,34.0661788,POINT (-117.3521076 34.0661788)
,45,526772314,,,,,-117.3522483,34.0661278,POINT (-117.3522483 34.0661278)
,46,526772320,,,,,-117.351781,34.0659702,POINT (-117.351781 34.0659702)
,47,526772321,,,,,-117.3510858,34.0661081,POINT (-117.3510858 34.0661081)
,48,526772322,,,,,-117.3513224,34.0659745,POINT (-117.3513224 34.0659745)
,49,526772323,,,,,-117.3514246,34.0658761,POINT (-117.3514246 34.0658761)
,50,526772324,,,,,-117.3511551,34.0659603,POINT (-117.3511551 34.0659603)
,51,526772325,switch,,,,-117.3514693,34.0662707,POINT (-117.3514693 34.0662707)
,52,526772326,,,,,-117.3517308,34.0662105,POINT (-117.3517308 34.0662105)
,53,526772328,,,,,-117.350976,34.0661447,POINT (-117.350976 34.0661447)
,54,526772329,,,,,-117.3507532,34.0660681,POINT (-117.3507532 34.0660681)
,55,526772330,,,,,-117.3509069,34.0660472,POINT (-117.3509069 34.0660472)
,56,526772331,,,,,-117.3510438,34.0660113,POINT (-117.3510438 34.0660113)
,57,526772332,,,,,-117.3506792,34.0659696,POINT (-117.3506792 34.0659696)
,58,526772333,,,,,-117.3506606,34.0658797,POINT (-117.3506606 34.0658797)
,59,526772334,,,,,-117.350652,34.066212,POINT (-117.350652 34.066212)
,60,526772335,buffer_stop,,,,-117.352616,34.066605,POINT (-117.352616 34.066605)
,61,526772336,,,,,-117.3507711,34.0662376,POINT (-117.3507711 34.0662376)
,62,526772337,,,,,-117.3509924,34.0662245,POINT (-117.3509924 34.0662245)
,63,526772338,,,,,-117.3505284,34.066749,POINT (-117.3505284 34.066749)
,64,526772339,,,,,-117.3507909,34.0666997,POINT (-117.3507909 34.0666997)
,65,526772340,switch,,,,-117.3524085,34.0668652,POINT (-117.3524085 34.0668652)
,66,526772355,level_crossing,,,,-117.3494551,34.0659784,POINT (-117.3494551 34.0659784)
,67,526772356,,,,,-117.3504241,34.06614,POINT (-117.3504241 34.06614)
,68,526772357,switch,,,,-117.3502079,34.0660663,POINT (-117.3502079 34.0660663)
,69,526772358,,,,,-117.350124,34.0660204,POINT (-117.350124 34.0660204)
,70,526772359,,,,,-117.3505121,34.0659594,POINT (-117.3505121 34.0659594)
,71,526772360,,,,,-117.3497532,34.0671033,POINT (-117.3497532 34.0671033)
,72,526772361,,,,,-117.3499639,34.0669694,POINT (-117.3499639 34.0669694)
,73,526772362,,,,,-117.3502589,34.0668343,POINT (-117.3502589 34.0668343)
,74,526772363,,,,,-117.3485588,34.0661307,POINT (-117.3485588 34.0661307)
,75,526772365,,,,,-117.3477634,34.0682636,POINT (-117.3477634 34.0682636)
,76,526772366,,,,,-117.3483745,34.0680947,POINT (-117.3483745 34.0680947)
,77,526772367,,,,,-117.3486905,34.067945,POINT (-117.3486905 34.067945)
,78,526772368,,,,,-117.3489582,34.0677744,POINT (-117.3489582 34.0677744)
,79,526772369,,,,,-117.3492208,34.0675552,POINT (-117.3492208 34.0675552)
,80,526772373,,,,,-117.3448685,34.0661008,POINT (-117.3448685 34.0661008)
,81,526772374,,,,,-117.3453688,34.0661816,POINT (-117.3453688 34.0661816)
,82,526772375,,,,,-117.3450916,34.0662684,POINT (-117.3450916 34.0662684)
,83,526772376,,,,,-117.3459329,34.0661166,POINT (-117.3459329 34.0661166)
,84,526772379,,,,,-117.346309,34.0663605,POINT (-117.346309 34.0663605)
,85,526772380,,,,,-117.3459971,34.0666246,POINT (-117.3459971 34.0666246)
,86,526772381,,,,,-117.3458852,34.0667878,POINT (-117.3458852 34.0667878)
,87,526772382,,,,,-117.3457815,34.0671448,POINT (-117.3457815 34.0671448)
,88,526772384,,,,,-117.3457794,34.0672698,POINT (-117.3457794 34.0672698)
,89,526772385,,,,,-117.3457928,34.0673983,POINT (-117.3457928 34.0673983)
,90,526772386,,,,,-117.3459538,34.0677707,POINT (-117.3459538 34.0677707)
,91,526772387,,,,,-117.3462733,34.0680643,POINT (-117.3462733 34.0680643)
,92,526772388,,,,,-117.3465193,34.0681892,POINT (-117.3465193 34.0681892)
,93,526772389,,,,,-117.346755,34.0682561,POINT (-117.346755 34.0682561)
,94,526772390,,,,,-117.3472507,34.0683003,POINT (-117.3472507 34.0683003)
,95,526772391,,,,,-117.3474791,34.0682959,POINT (-117.3474791 34.0682959)
,96,526772393,,,,,-117.3470028,34.0682914,POINT (-117.3470028 34.0682914)
,97,526772416,,,,,-117.3440366,34.0662716,POINT (-117.3440366 34.0662716)
,98,526772417,,,,,-117.3443916,34.0667593,POINT (-117.3443916 34.0667593)
,99,526772418,,,,,-117.3448271,34.0663943,POINT (-117.3448271 34.0663943)
,100,526772419,,,,,-117.3445895,34.0665615,POINT (-117.3445895 34.0665615)
,101,526772420,,,,,-117.3441572,34.0671347,POINT (-117.3441572 34.0671347)
,102,526772421,,,,,-117.3426776,34.0671175,POINT (-117.3426776 34.0671175)
,103,526772422,,,,,-117.3420348,34.0670452,POINT (-117.3420348 34.0670452)
,104,526772426,,,,,-117.3441031,34.0672777,POINT (-117.3441031 34.0672777)
