name,link_id,osm_way_id,from_node_id,to_node_id,link_type_name,electrified,railway,frequency,highspeed,maxspeed,maxspeed_designed,passenger_lines,railway_ctcs,railway_traffic_mode,start_date,usage,voltage,gauge,service,length,geometry
Alhambra Subdivision,0,7290249,1899,1900,rail,no,rail,,,,,2,,,,main,,1435,,66.58739998557539,"LINESTRING (-117.3949076 34.0676567, -117.394185 34.067674)"
Alhambra Subdivision,1,7290249,1900,795,rail,no,rail,,,,,2,,,,main,,1435,,65.0074001061658,"LINESTRING (-117.394185 34.067674, -117.3934794 34.067686)"
Alhambra Subdivision,2,7290249,795,800,rail,no,rail,,,,,2,,,,main,,1435,,150.6077846267427,"LINESTRING (-117.3934794 34.067686, -117.391846 34.0677471)"
Alhambra Subdivision,3,7290249,800,805,rail,no,rail,,,,,2,,,,main,,1435,,95.31342858281414,"LINESTRING (-117.391846 34.0677471, -117.3908127 34.0677927)"
Alhambra Subdivision,4,7290249,805,802,rail,no,rail,,,,,2,,,,main,,1435,,1461.336644179151,"LINESTRING (-117.3908127 34.0677927, -117.3749538 34.068156)"
Alhambra Subdivision,5,7290249,802,1915,rail,no,rail,,,,,2,,,,main,,1435,,67.48139645339467,"LINESTRING (-117.3749538 34.068156, -117.3742215 34.0681737)"
Alhambra Subdivision,6,7290249,1915,797,rail,no,rail,,,,,2,,,,main,,1435,,80.18994478500277,"LINESTRING (-117.3742215 34.0681737, -117.373351 34.0681638)"
Alhambra Subdivision,7,7290249,797,806,rail,no,rail,,,,,2,,,,main,,1435,,42.23477412487024,"LINESTRING (-117.373351 34.0681638, -117.3728925 34.0681675)"
Alhambra Subdivision,8,7290249,806,769,rail,no,rail,,,,,2,,,,main,,1435,,356.3678860505359,"LINESTRING (-117.3728925 34.0681675, -117.369025 34.068254)"
Alhambra Subdivision,9,7290249,769,782,rail,no,rail,,,,,2,,,,main,,1435,,622.3324888027012,"LINESTRING (-117.369025 34.068254, -117.3622712 34.0684082)"
Alhambra Subdivision,10,7290249,782,779,rail,no,rail,,,,,2,,,,main,,1435,,46.002568020722556,"LINESTRING (-117.3622712 34.0684082, -117.3617718 34.0684126)"
Alhambra Subdivision,11,7290249,779,786,rail,no,rail,,,,,2,,,,main,,1435,,50.16647463438397,"LINESTRING (-117.3617718 34.0684126, -117.3612273 34.0684026)"
Alhambra Subdivision,12,7290249,786,1876,rail,no,rail,,,,,2,,,,main,,1435,,29.822560937072428,"LINESTRING (-117.3612273 34.0684026, -117.3609041 34.0683867)"
Alhambra Subdivision,13,7290249,1876,784,rail,no,rail,,,,,2,,,,main,,1435,,36.1480707375437,"LINESTRING (-117.3609041 34.0683867, -117.3605134 34.0683561)"
Alhambra Subdivision,14,7290249,784,774,rail,no,rail,,,,,2,,,,main,,1435,,346.084552064856,"LINESTRING (-117.3605134 34.0683561, -117.3567846 34.0679737)"
Alhambra Subdivision,15,7290249,774,772,rail,no,rail,,,,,2,,,,main,,1435,,30.390613743026144,"LINESTRING (-117.3567846 34.0679737, -117.3564582 34.0679338)"
Alhambra Subdivision,16,7290249,772,801,rail,no,rail,,,,,2,,,,main,,1435,,38.16856351914504,"LINESTRING (-117.3564582 34.0679338, -117.3560497 34.0678762)"
