name,poi_id,osm_way_id,railway,geometry
 J.R. Davis Yard,0,100271024,,"POLYGON ((-121.2832604 38.7529914, -121.2834221 38.7530971, -121.2835893 38.7532125, -121.2841315 38.7510585, -121.2841722 38.7510194, -121.2851196 38.7502874, -121.2853649 38.75023, -121.2853936 38.7502456, -121.2858338 38.7499429, -121.2883364 38.7490182, -121.2887418 38.7489093, -121.2893242 38.7487597, -121.2898132 38.74865, -121.2959085 38.7443288, -121.2968729 38.7435806, -121.298482 38.7423199, -121.2996885 38.7413735, -121.3012784 38.7401579, -121.3030067 38.7388135, -121.3271835 38.7119893, -121.3271413 38.7119847, -121.3276508 38.7113815, -121.3276801 38.7113203, -121.3276438 38.7113047, -121.3282341 38.7105461, -121.3283062 38.7104977, -121.3283548 38.7104565, -121.3283829 38.7104026, -121.3291407 38.709485, -121.3297416 38.7087794, -121.3300461 38.7072566, -121.3285375 38.7072566, -121.3280069 38.7072712, -121.3279483 38.7074924, -121.3278066 38.7077502, -121.3275665 38.7080683, -121.3267958 38.7087784, -121.3253153 38.710122, -121.3239683 38.7113751, -121.3227407 38.7125075, -121.3216104 38.7135604, -121.3209276 38.7141974, -121.3202178 38.7148125, -121.3194131 38.7154796, -121.3187935 38.7156706, -121.3180836 38.7158022, -121.3177533 38.7159795, -121.3172591 38.7163698, -121.3162787 38.7172654, -121.3161967 38.7175094, -121.316274 38.7177525, -121.3164778 38.7178549, -121.31637 38.7181309, -121.3162705 38.7182424, -121.3152901 38.7190795, -121.3145475 38.7196927, -121.3138248 38.7202958, -121.3123876 38.7214875, -121.3109422 38.7226837, -121.3088421 38.7245634, -121.3074717 38.7257303, -121.3071706 38.7260995, -121.3060216 38.7271494, -121.3049744 38.7280943, -121.3044075 38.7288372, -121.3039835 38.7295188, -121.3033651 38.7303595, -121.3031496 38.7307999, -121.3028872 38.7315043, -121.3028743 38.7319831, -121.3029258 38.7324939, -121.3028497 38.7327114, -121.3026213 38.7332038, -121.3023156 38.7335702, -121.3021786 38.7336488, -121.3015472 38.7336214, -121.3010482 38.7343724, -121.2997282 38.7356278, -121.2997176 38.7368211, -121.2994061 38.7372039, -121.2908508 38.7438607, -121.2895634 38.7448857, -121.2886139 38.746074, -121.2866321 38.747935, -121.2856913 38.748657, -121.2855737 38.7487487, -121.2838819 38.750068, -121.2826011 38.7510645, -121.2819497 38.751578, -121.2817567 38.7517279, -121.2817765 38.7517446, -121.2817847 38.7517672, -121.2817871 38.7518059, -121.2817836 38.7518693, -121.2817687 38.7519546, -121.2817495 38.7520301, -121.2817286 38.752097, -121.2817126 38.7521294, -121.281679 38.7521644, -121.2814061 38.7523625, -121.2802596 38.7536319, -121.2808562 38.7532785, -121.2812995 38.7530139, -121.2813827 38.7529692, -121.2814671 38.7529305, -121.2815515 38.7528965, -121.2816322 38.7528666, -121.2817163 38.7528428, -121.2817794 38.7528271, -121.2818641 38.7527859, -121.2819742 38.7527558, -121.282118 38.7527242, -121.2822511 38.7527069, -121.2823925 38.7527023, -121.2825254 38.7527082, -121.2826618 38.7527244, -121.2828987 38.7528109, -121.2832604 38.7529914))"
,1,157803095,platform,"POLYGON ((-121.2857596 38.749842, -121.2859224 38.7497653, -121.2860501 38.7497114, -121.2862422 38.7496448, -121.2862564 38.7496405, -121.2881508 38.7490602, -121.2881647 38.7490559, -121.2881647 38.749056, -121.2881731 38.7490696, -121.2878838 38.7491756, -121.2870264 38.7494357, -121.2863422 38.7496432, -121.2862545 38.7496698, -121.286129 38.7497133, -121.2860647 38.7497356, -121.2859418 38.7497886, -121.2857825 38.7498653, -121.2856478 38.7499402, -121.2856271 38.7499205, -121.2856233 38.7499169, -121.2856232 38.7499168, -121.2856235 38.7499167, -121.2856474 38.7499035, -121.2857596 38.749842))"
