name,poi_id,osm_way_id,railway,geometry
 Goulding Yard,0,947734108,,"POLYGON ((-87.2348843 30.4660211, -87.23503909999999 30.465983, -87.22692600000001 30.4503792, -87.226749 30.4504059, -87.2269481 30.4512258, -87.2269348 30.4521105, -87.2269702 30.4529609, -87.22741259999999 30.4541088, -87.2282221 30.455657, -87.2287839 30.4569154, -87.23039420000001 30.4602482, -87.23195130000001 30.4629822, -87.2324954 30.4636342, -87.2337739 30.4648734, -87.2348843 30.4660211))"
