name,poi_id,osm_way_id,railway,geometry
 CSX Howell Yard,0,884867991,,"POLYGON ((-84.4227473 33.8011771, -84.420207 33.7963105, -84.4166568 33.7938782, -84.41608429999999 33.794548, -84.4153443 33.7948741, -84.415577 33.7952512, -84.4173462 33.7952405, -84.4185762 33.7969702, -84.4190545 33.7986545, -84.4198787 33.7999186, -84.4218882 33.8010179, -84.42233880000001 33.8011427, -84.4227473 33.8011771))"
