name,node_id,osm_node_id,railway,level_crossing,access,description,x_coord,y_coord,geometry
,0,37948451,,,,,-88.229553,40.139039,POINT (-88.229553 40.139039)
,1,37955781,,,,,-88.2265798,40.1443563,POINT (-88.2265798 40.1443563)
,2,37955782,,,,,-88.226369,40.145095,POINT (-88.22636900000001 40.145095)
,3,37955785,,,,,-88.226345,40.145257,POINT (-88.22634499999999 40.145257)
,4,37955787,,,,,-88.22634,40.14542,POINT (-88.22633999999999 40.14542)
,5,37955788,,,,,-88.226354,40.145583,POINT (-88.226354 40.145583)
,6,37955790,,,,,-88.226411,40.145954,POINT (-88.226411 40.145954)
,7,37955792,,,,,-88.226561,40.146941,POINT (-88.226561 40.146941)
,8,37955794,,,,,-88.226581,40.14719,POINT (-88.226581 40.14719)
,9,37955796,,,,,-88.226582,40.14742,POINT (-88.22658199999999 40.14742)
,10,37955798,,,,,-88.226567,40.14763,POINT (-88.226567 40.14763)
,11,37955800,,,,,-88.226527,40.147878,POINT (-88.226527 40.147878)
,12,37955802,,,,,-88.226474,40.148106,POINT (-88.226474 40.148106)
,13,37955804,,,,,-88.226403,40.148332,POINT (-88.226403 40.148332)
,14,37955806,,,,,-88.226164,40.148946,POINT (-88.226164 40.148946)
,15,37955808,,,,,-88.2261,40.149124,POINT (-88.2261 40.149124)
,16,37955810,,,,,-88.226068,40.149232,POINT (-88.226068 40.149232)
,17,37955813,,,,,-88.226053,40.149286,POINT (-88.22605299999999 40.149286)
,18,37955816,,,,,-88.225992,40.149482,POINT (-88.22599200000001 40.149482)
,19,37958955,,,,,-88.2284764,40.1403714,POINT (-88.22847640000001 40.1403714)
,20,37958956,,,,,-88.228669,40.140176,POINT (-88.228669 40.140176)
,21,37958961,,,,,-88.2287956,40.1400416,POINT (-88.2287956 40.1400416)
,22,37958963,,,,,-88.229425,40.139389,POINT (-88.22942500000001 40.139389)
,23,37958966,,,,,-88.2276704,40.1417457,POINT (-88.22767039999999 40.1417457)
,24,37958968,level_crossing,,,,-88.2276264,40.1418565,POINT (-88.22762640000001 40.1418565)
,25,37958973,,,,,-88.2262,40.145257,POINT (-88.22620000000001 40.145257)
,26,37958975,,,,,-88.225907,40.145958,POINT (-88.22590700000001 40.145958)
,27,37958977,,,,,-88.225739,40.146361,POINT (-88.225739 40.146361)
,28,37958979,,,,,-88.225507,40.146791,POINT (-88.22550699999999 40.146791)
,29,37958981,,,,,-88.225301,40.147237,POINT (-88.225301 40.147237)
,30,37963484,,,,,-88.225898,40.146187,POINT (-88.225898 40.146187)
,31,37963485,,,,,-88.225987,40.145958,POINT (-88.225987 40.145958)
,32,37963487,,,,,-88.226172,40.145484,POINT (-88.22617200000001 40.145484)
,33,37963489,,,,,-88.226379,40.144982,POINT (-88.22637899999999 40.144982)
,34,38113220,,,,,-88.224562,40.152929,POINT (-88.22456200000001 40.152929)
,35,38113223,,,,,-88.225003,40.15184,POINT (-88.225003 40.15184)
,36,38113272,,,,,-88.2291555,40.1419642,POINT (-88.2291555 40.1419642)
,37,38113274,,,,,-88.229205,40.1417766,POINT (-88.22920499999999 40.1417766)
,38,38113277,,,,,-88.2292244,40.1416836,POINT (-88.22922440000001 40.1416836)
,39,38113288,,,,,-88.2295496,40.1408703,POINT (-88.2295496 40.1408703)
,40,38113291,,,,,-88.2304055,40.1388155,POINT (-88.2304055 40.1388155)
,41,38113294,,,,,-88.2308131,40.1378343,POINT (-88.23081310000001 40.1378343)
,42,38113297,,,,,-88.230921,40.1375777,POINT (-88.230921 40.1375777)
,43,38113299,,,,,-88.2316102,40.1359252,POINT (-88.23161020000001 40.1359252)
,44,38113305,,,,,-88.2320309,40.1349108,POINT (-88.2320309 40.1349108)
