name,node_id,osm_node_id,railway,level_crossing,access,description,x_coord,y_coord,geometry
,0,123325007,level_crossing,,,,-94.6709097,39.0828008,POINT (-94.6709097 39.0828008)
,1,123325009,level_crossing,,,,-94.6710972,39.082728,POINT (-94.67109720000001 39.082728)
,2,123325011,level_crossing,,,,-94.6712954,39.0826304,POINT (-94.67129540000001 39.0826304)
,3,123343061,switch,,,,-94.6525572,39.0777293,POINT (-94.6525572 39.0777293)
,4,123343063,,,,,-94.6532938,39.0785659,POINT (-94.6532938 39.0785659)
,5,123343066,,,,,-94.6534867,39.0786837,POINT (-94.6534867 39.0786837)
,6,123343069,,,,,-94.6535939,39.0787276,POINT (-94.6535939 39.0787276)
,7,123343072,,,,,-94.6537029,39.0787586,POINT (-94.6537029 39.0787586)
,8,123343075,,,,,-94.6538266,39.0787766,POINT (-94.6538266 39.0787766)
,9,123343078,,,,,-94.6540859,39.0787877,POINT (-94.6540859 39.0787877)
,10,123343080,,,,,-94.6543237,39.0787523,POINT (-94.65432370000001 39.0787523)
,11,123343082,,,,,-94.6544379,39.0787185,POINT (-94.6544379 39.0787185)
,12,123343085,,,,,-94.6546149,39.0786345,POINT (-94.6546149 39.0786345)
,13,123343089,,,,,-94.6548204,39.0784646,POINT (-94.65482040000001 39.0784646)
,14,123343092,railway_crossing,,,,-94.6548763,39.0783953,POINT (-94.6548763 39.0783953)
,15,123343094,,,,,-94.6549914,39.078107,POINT (-94.6549914 39.078107)
,16,123343096,railway_crossing,,,,-94.6549987,39.0780112,POINT (-94.65499869999999 39.0780112)
,17,123343103,switch,,,,-94.6474488,39.0735752,POINT (-94.64744880000001 39.0735752)
,18,123343105,switch,,,,-94.650145,39.0742695,POINT (-94.65014499999999 39.0742695)
,19,123343119,switch,,,,-94.6632261,39.0777312,POINT (-94.6632261 39.0777312)
,20,123343210,,,,,-94.6914927,39.0824813,POINT (-94.6914927 39.0824813)
,21,123343212,,,,,-94.6920226,39.0827483,POINT (-94.6920226 39.0827483)
,22,123343215,,,,,-94.6925285,39.0830543,POINT (-94.69252849999999 39.0830543)
,23,123343217,,,,,-94.6949117,39.0845273,POINT (-94.69491170000001 39.0845273)
,24,123343222,,,,,-94.6959001,39.0851321,POINT (-94.6959001 39.0851321)
,25,123343227,,,,,-94.6962421,39.085325,POINT (-94.69624210000001 39.085325)
,26,123343229,,,,,-94.696896,39.085633,POINT (-94.696896 39.085633)
,27,123343231,,,,,-94.697684,39.085932,POINT (-94.697684 39.085932)
,28,123343233,,,,,-94.698502,39.086177,POINT (-94.698502 39.086177)
,29,123343235,,,,,-94.6993194,39.0863576,POINT (-94.69931939999999 39.0863576)
,30,123343237,,,,,-94.6996378,39.0864117,POINT (-94.6996378 39.0864117)
,31,123343240,,,,,-94.700105,39.086473,POINT (-94.70010499999999 39.086473)
,32,123343242,,,,,-94.700852,39.086543,POINT (-94.700852 39.086543)
,33,123343243,switch,,,,-94.7020302,39.086654,POINT (-94.7020302 39.086654)
,34,123343244,,,,,-94.7043477,39.0868456,POINT (-94.7043477 39.0868456)
,35,123343248,,,,,-94.7055963,39.0869007,POINT (-94.7055963 39.0869007)
,36,123343250,,,,,-94.706668,39.086898,POINT (-94.70666799999999 39.086898)
,37,123343251,,,,,-94.707675,39.086855,POINT (-94.70767499999999 39.086855)
,38,123343316,switch,,,,-94.6628616,39.0787927,POINT (-94.6628616 39.0787927)
,39,123343321,level_crossing,,,,-94.6670431,39.0798292,POINT (-94.6670431 39.0798292)
,40,123343323,,,,,-94.6674864,39.0799784,POINT (-94.6674864 39.0799784)
,41,123343325,,,,,-94.6677628,39.080101,POINT (-94.66776280000001 39.080101)
,42,123343326,,,,,-94.6680516,39.0802447,POINT (-94.6680516 39.0802447)
,43,123343329,,,,,-94.6684662,39.0805034,POINT (-94.6684662 39.0805034)
,44,123343330,,,,,-94.6686957,39.0806815,POINT (-94.6686957 39.0806815)
,45,123343332,,,,,-94.6688389,39.0807984,POINT (-94.6688389 39.0807984)
,46,123343334,level_crossing,,,,-94.6689574,39.080898,POINT (-94.6689574 39.080898)
,47,123343338,,,,,-94.6690808,39.0810149,POINT (-94.6690808 39.0810149)
,48,123343341,switch,,,,-94.6700599,39.0818382,POINT (-94.6700599 39.0818382)
,49,123343348,,,,,-94.6713768,39.0829601,POINT (-94.6713768 39.0829601)
,50,123343357,switch,,,,-94.6719183,39.0833681,POINT (-94.6719183 39.0833681)
,51,123343362,,,,,-94.677468,39.0867667,POINT (-94.677468 39.0867667)
,52,123343381,,,,,-94.6801212,39.0876286,POINT (-94.6801212 39.0876286)
,53,123343384,,,,,-94.6803731,39.0876736,POINT (-94.6803731 39.0876736)
,54,123343387,,,,,-94.6805639,39.0876922,POINT (-94.6805639 39.0876922)
,55,123343394,,,,,-94.6807476,39.0877118,POINT (-94.6807476 39.0877118)
,56,123343397,switch,,,,-94.6839128,39.0880194,POINT (-94.6839128 39.0880194)
,57,123343402,,,,,-94.6859714,39.0882245,POINT (-94.6859714 39.0882245)
,58,123343404,,,,,-94.6863509,39.0882578,POINT (-94.68635089999999 39.0882578)
,59,123343407,,,,,-94.6867077,39.0882755,POINT (-94.6867077 39.0882755)
,60,123343425,switch,,,,-94.6892774,39.088341,POINT (-94.68927739999999 39.088341)
,61,123343433,,,,,-94.6909061,39.0886113,POINT (-94.69090610000001 39.0886113)
,62,123343439,,,,,-94.6917435,39.0886002,POINT (-94.6917435 39.0886002)
,63,123343441,,,,,-94.6968436,39.0885821,POINT (-94.69684359999999 39.0885821)
,64,123343443,,,,,-94.699665,39.088573,POINT (-94.699665 39.088573)
,65,123343455,switch,,,,-94.7021207,39.0882509,POINT (-94.70212069999999 39.0882509)
,66,123343462,,,,,-94.7025321,39.0880148,POINT (-94.7025321 39.0880148)
,67,123343466,,,,,-94.7026978,39.0879222,POINT (-94.7026978 39.0879222)
,68,123343471,,,,,-94.7029894,39.0878159,POINT (-94.70298940000001 39.0878159)
,69,123343478,,,,,-94.704416,39.0876,POINT (-94.70441599999999 39.0876)
,70,123382831,switch,,,,-94.705627,39.0875621,POINT (-94.70562700000001 39.0875621)
,71,123382834,,,,,-94.705243,39.087215,POINT (-94.705243 39.087215)
,72,123396821,level_crossing,,,,-94.6857799,39.0877107,POINT (-94.6857799 39.0877107)
,73,123396824,level_crossing,,,,-94.6858694,39.0878674,POINT (-94.6858694 39.0878674)
,74,123396833,,,,,-94.6876167,39.0883479,POINT (-94.68761670000001 39.0883479)
,75,123396907,level_crossing,,,,-94.6949449,39.0859629,POINT (-94.6949449 39.0859629)
,76,123396911,,,,,-94.6930067,39.0834446,POINT (-94.6930067 39.0834446)
,77,123396982,level_crossing,,,,-94.6833746,39.0847694,POINT (-94.68337459999999 39.0847694)
,78,123396994,level_crossing,,,,-94.6903049,39.086485,POINT (-94.6903049 39.086485)
,79,123397080,level_crossing,,,,-94.670632,39.082706,POINT (-94.670632 39.082706)
