name,link_id,osm_way_id,from_node_id,to_node_id,link_type_name,electrified,railway,frequency,highspeed,maxspeed,maxspeed_designed,passenger_lines,railway_ctcs,railway_traffic_mode,start_date,usage,voltage,gauge,service,length,geometry
,56,483752696,960,959,rail,no,rail,,,,,,,,,main,,1435,,26.997940600715353,"LINESTRING (-86.7835297 33.6038359, -86.78369739999999 33.6036373)"
,57,483752696,959,958,rail,no,rail,,,,,,,,,main,,1435,,24.050901992609393,"LINESTRING (-86.78369739999999 33.6036373, -86.7838343 33.6034535)"
,58,483752696,958,957,rail,no,rail,,,,,,,,,main,,1435,,38.60493020094057,"LINESTRING (-86.7838343 33.6034535, -86.78403299999999 33.6031483)"
,59,483752696,957,956,rail,no,rail,,,,,,,,,main,,1435,,55.40601288411257,"LINESTRING (-86.78403299999999 33.6031483, -86.7842934 33.6026997)"
,60,483752696,956,955,rail,no,rail,,,,,,,,,main,,1435,,97.1224697195101,"LINESTRING (-86.7842934 33.6026997, -86.7847259 33.601904)"
,61,483752696,955,954,rail,no,rail,,,,,,,,,main,,1435,,42.46286021323299,"LINESTRING (-86.7847259 33.601904, -86.7849212 33.6015585)"
,62,483752696,954,953,rail,no,rail,,,,,,,,,main,,1435,,40.05642932972049,"LINESTRING (-86.7849212 33.6015585, -86.78512619999999 33.6012413)"
,63,483752696,953,952,rail,no,rail,,,,,,,,,main,,1435,,26.17121328281515,"LINESTRING (-86.78512619999999 33.6012413, -86.7852742 33.6010408)"
,64,483752696,952,951,rail,no,rail,,,,,,,,,main,,1435,,28.59756540215466,"LINESTRING (-86.7852742 33.6010408, -86.7854451 33.6008266)"
,65,483752696,951,950,rail,no,rail,,,,,,,,,main,,1435,,34.9082692036026,"LINESTRING (-86.7854451 33.6008266, -86.78566309999999 33.6005705)"
,66,483752696,950,949,rail,no,rail,,,,,,,,,main,,1435,,36.22684453570999,"LINESTRING (-86.78566309999999 33.6005705, -86.7859088 33.600317)"
,67,483752696,949,948,rail,no,rail,,,,,,,,,main,,1435,,118.40821736781244,"LINESTRING (-86.7859088 33.600317, -86.7867305 33.5995012)"
,68,483752696,948,947,rail,no,rail,,,,,,,,,main,,1435,,97.00133747769945,"LINESTRING (-86.7867305 33.5995012, -86.787396 33.5988276)"
,69,483752696,947,929,rail,no,rail,,,,,,,,,main,,1435,,79.37082577959399,"LINESTRING (-86.787396 33.5988276, -86.7879497 33.5982828)"
,70,483752696,929,931,rail,no,rail,,,,,,,,,main,,1435,,26.36840321492071,"LINESTRING (-86.7879497 33.5982828, -86.788124 33.5980953)"
,71,483752696,931,928,rail,no,rail,,,,,,,,,main,,1435,,31.09298814519169,"LINESTRING (-86.788124 33.5980953, -86.7883202 33.5978684)"
,72,483752696,928,1174,rail,no,rail,,,,,,,,,main,,1435,,37.97809920134074,"LINESTRING (-86.7883202 33.5978684, -86.7885393 33.5975797)"
,73,483752696,1174,50,rail,no,rail,,,,,,,,,main,,1435,,33.15006769315177,"LINESTRING (-86.7885393 33.5975797, -86.7887042 33.5973151)"
,74,483752696,50,49,rail,no,rail,,,,,,,,,main,,1435,,172.43018008545184,"LINESTRING (-86.7887042 33.5973151, -86.7894941 33.5959109)"
,75,483752696,49,946,rail,no,rail,,,,,,,,,main,,1435,,74.02103231619628,"LINESTRING (-86.7894941 33.5959109, -86.7898222 33.5953039)"
,76,483752696,946,48,rail,no,rail,,,,,,,,,main,,1435,,30.288767010287014,"LINESTRING (-86.7898222 33.5953039, -86.7899702 33.595061)"
,77,483752696,48,47,rail,no,rail,,,,,,,,,main,,1435,,164.9515538598062,"LINESTRING (-86.7899702 33.595061, -86.790716 33.5937139)"
,78,483752696,47,46,rail,no,rail,,,,,,,,,main,,1435,,114.16185679648865,"LINESTRING (-86.790716 33.5937139, -86.79124299999999 33.5927858)"
,79,483752696,46,45,rail,no,rail,,,,,,,,,main,,1435,,113.07778125484394,"LINESTRING (-86.79124299999999 33.5927858, -86.7917552 33.5918627)"
,80,483752696,45,44,rail,no,rail,,,,,,,,,main,,1435,,56.26146038488387,"LINESTRING (-86.7917552 33.5918627, -86.7920087 33.5914029)"
,81,483752696,44,43,rail,no,rail,,,,,,,,,main,,1435,,45.22799254124724,"LINESTRING (-86.7920087 33.5914029, -86.7921803 33.5910221)"
,82,483752696,43,42,rail,no,rail,,,,,,,,,main,,1435,,49.32667201311813,"LINESTRING (-86.7921803 33.5910221, -86.79233170000001 33.5905968)"
,83,483752696,42,41,rail,no,rail,,,,,,,,,main,,1435,,46.7455738990654,"LINESTRING (-86.79233170000001 33.5905968, -86.7924028 33.5901806)"
,84,483752696,41,40,rail,no,rail,,,,,,,,,main,,1435,,46.67568569683198,"LINESTRING (-86.7924028 33.5901806, -86.7924265 33.5897613)"
,85,483752696,40,39,rail,no,rail,,,,,,,,,main,,1435,,45.65385031275064,"LINESTRING (-86.7924265 33.5897613, -86.7924028 33.5893512)"
,86,483752696,39,38,rail,no,rail,,,,,,,,,main,,1435,,35.390557959526184,"LINESTRING (-86.7924028 33.5893512, -86.7923572 33.5890352)"
,87,483752696,38,37,rail,no,rail,,,,,,,,,main,,1435,,31.304457227245404,"LINESTRING (-86.7923572 33.5890352, -86.79228430000001 33.5887603)"
,88,483752696,37,36,rail,no,rail,,,,,,,,,main,,1435,,40.695932340330394,"LINESTRING (-86.79228430000001 33.5887603, -86.7921657 33.5884079)"
,89,483752696,36,35,rail,no,rail,,,,,,,,,main,,1435,,40.652060731856395,"LINESTRING (-86.7921657 33.5884079, -86.7920053 33.5880676)"
,90,483752696,35,34,rail,no,rail,,,,,,,,,main,,1435,,33.60516642855924,"LINESTRING (-86.7920053 33.5880676, -86.79186300000001 33.5877896)"
,91,483752696,34,33,rail,no,rail,,,,,,,,,main,,1435,,40.86333249093245,"LINESTRING (-86.79186300000001 33.5877896, -86.79166789999999 33.58746)"
,92,483752696,33,32,rail,no,rail,,,,,,,,,main,,1435,,40.27804663343351,"LINESTRING (-86.79166789999999 33.58746, -86.7914619 33.587141)"
,93,483752696,32,31,rail,no,rail,,,,,,,,,main,,1435,,85.36698840697586,"LINESTRING (-86.7914619 33.587141, -86.7909604 33.5864969)"
,256,485449195,10,9,rail,no,rail,,,,,,,,,,,1435,yard,163.349628768411,"LINESTRING (-86.79015699999999 33.586879, -86.790717 33.588272)"
,257,485449195,9,23,rail,no,rail,,,,,,,,,,,1435,yard,39.14213535908676,"LINESTRING (-86.790717 33.588272, -86.790854 33.588605)"
,258,485449195,23,8,rail,no,rail,,,,,,,,,,,1435,yard,27.336863170262735,"LINESTRING (-86.790854 33.588605, -86.79090600000001 33.588847)"
,259,485449195,8,7,rail,no,rail,,,,,,,,,,,1435,yard,41.11281773640498,"LINESTRING (-86.79090600000001 33.588847, -86.79087800000001 33.589216)"
,260,485449195,7,6,rail,no,rail,,,,,,,,,,,1435,yard,29.582597094656528,"LINESTRING (-86.79087800000001 33.589216, -86.790783 33.58947)"
,261,485449195,6,5,rail,no,rail,,,,,,,,,,,1435,yard,39.90010458214058,"LINESTRING (-86.790783 33.58947, -86.790603 33.589796)"
,262,485449195,5,24,rail,no,rail,,,,,,,,,,,1435,yard,57.79762442735426,"LINESTRING (-86.790603 33.589796, -86.790256 33.590228)"
,263,485449195,24,51,rail,no,rail,,,,,,,,,,,1435,yard,76.70596383789797,"LINESTRING (-86.790256 33.590228, -86.7898088 33.5908086)"
,264,485449195,51,25,rail,no,rail,,,,,,,,,,,1435,yard,17.626634622852038,"LINESTRING (-86.7898088 33.5908086, -86.789706 33.590942)"
,265,485449195,25,4,rail,no,rail,,,,,,,,,,,1435,yard,221.66460147342434,"LINESTRING (-86.789706 33.590942, -86.78840099999999 33.592613)"
,266,485449195,4,26,rail,no,rail,,,,,,,,,,,1435,yard,69.83748607602156,"LINESTRING (-86.78840099999999 33.592613, -86.788008 33.593149)"
,267,485449195,26,27,rail,no,rail,,,,,,,,,,,1435,yard,119.48248359659664,"LINESTRING (-86.788008 33.593149, -86.787448 33.594117)"
,268,485449195,27,28,rail,no,rail,,,,,,,,,,,1435,yard,157.8748322447274,"LINESTRING (-86.787448 33.594117, -86.786736 33.595407)"
,269,485449195,28,3,rail,no,rail,,,,,,,,,,,1435,yard,132.90130866479078,"LINESTRING (-86.786736 33.595407, -86.786129 33.59649)"
,270,485449195,3,2,rail,no,rail,,,,,,,,,,,1435,yard,41.441971544190245,"LINESTRING (-86.786129 33.59649, -86.785972 33.596839)"
,271,485449195,2,29,rail,no,rail,,,,,,,,,,,1435,yard,40.90609523094776,"LINESTRING (-86.785972 33.596839, -86.785887 33.5972)"
,272,485449195,29,1,rail,no,rail,,,,,,,,,,,1435,yard,157.80882661346695,"LINESTRING (-86.785887 33.5972, -86.78568300000001 33.598609)"
,273,485449195,1,30,rail,no,rail,,,,,,,,,,,1435,yard,58.24823410478521,"LINESTRING (-86.78568300000001 33.598609, -86.785607 33.599129)"
,274,485449195,30,0,rail,no,rail,,,,,,,,,,,1435,yard,42.47701750964396,"LINESTRING (-86.785607 33.599129, -86.785526 33.599505)"
,275,485449195,0,1122,rail,no,rail,,,,,,,,,,,1435,yard,34.37739918586624,"LINESTRING (-86.785526 33.599505, -86.7853951 33.5997943)"
,276,485449195,1122,1123,rail,no,rail,,,,,,,,,,,1435,yard,68.429787932735,"LINESTRING (-86.7853951 33.5997943, -86.7850789 33.6003505)"
,277,485449195,1123,1125,rail,no,rail,,,,,,,,,,,1435,yard,41.37328675775619,"LINESTRING (-86.7850789 33.6003505, -86.78489879999999 33.600691)"
,278,485449195,1125,818,rail,no,rail,,,,,,,,,,,1435,yard,45.4688544906051,"LINESTRING (-86.78489879999999 33.600691, -86.784662 33.6010492)"
,279,485449195,818,1126,rail,no,rail,,,,,,,,,,,1435,yard,53.786684112231384,"LINESTRING (-86.784662 33.6010492, -86.7843803 33.6014722)"
,280,485449195,1126,820,rail,no,rail,,,,,,,,,,,1435,yard,84.45231611845402,"LINESTRING (-86.7843803 33.6014722, -86.7840077 33.6021654)"
,281,485449195,820,832,rail,no,rail,,,,,,,,,,,1435,yard,42.25366373793305,"LINESTRING (-86.7840077 33.6021654, -86.7838175 33.6025108)"
,282,485449195,832,831,rail,no,rail,,,,,,,,,,,1435,yard,19.312918512881918,"LINESTRING (-86.7838175 33.6025108, -86.78373089999999 33.6026688)"
,283,485449195,831,830,rail,no,rail,,,,,,,,,,,1435,yard,26.009926755885715,"LINESTRING (-86.78373089999999 33.6026688, -86.78360549999999 33.6028781)"
,284,485449195,830,829,rail,no,rail,,,,,,,,,,,1435,yard,27.974336381385335,"LINESTRING (-86.78360549999999 33.6028781, -86.7834786 33.6031064)"
,285,485449195,829,828,rail,no,rail,,,,,,,,,,,1435,yard,30.121553325128193,"LINESTRING (-86.7834786 33.6031064, -86.7833255 33.6033454)"
,286,485449195,828,827,rail,no,rail,,,,,,,,,,,1435,yard,29.031849841290388,"LINESTRING (-86.7833255 33.6033454, -86.7831675 33.6035709)"
,287,485449195,827,826,rail,no,rail,,,,,,,,,,,1435,yard,32.01310033994598,"LINESTRING (-86.7831675 33.6035709, -86.7829784 33.6038119)"
,288,485449195,826,825,rail,no,rail,,,,,,,,,,,1435,yard,23.142239250604664,"LINESTRING (-86.7829784 33.6038119, -86.7828296 33.6039791)"
,329,485450310,51,1176,rail,,rail,,,,,,,,,,,,yard,25.125783237854204,"LINESTRING (-86.7898088 33.5908086, -86.7899833 33.5906356)"
,330,485450310,1176,52,rail,,rail,,,,,,,,,,,,yard,25.13431837759291,"LINESTRING (-86.7899833 33.5906356, -86.7901578 33.5904625)"
,336,485450312,1147,1148,rail,,rail,,,,,,,,,,,,yard,33.52410853579735,"LINESTRING (-86.782894 33.603976, -86.7831182 33.6037393)"
,337,485450312,1148,1149,rail,,rail,,,,,,,,,,,,yard,34.355233953421816,"LINESTRING (-86.7831182 33.6037393, -86.7833294 33.6034853)"
,338,485450312,1149,1150,rail,,rail,,,,,,,,,,,,yard,37.68144499725113,"LINESTRING (-86.7833294 33.6034853, -86.7835379 33.6031943)"
,339,485450312,1150,1151,rail,,rail,,,,,,,,,,,,yard,23.756632529264877,"LINESTRING (-86.7835379 33.6031943, -86.7836526 33.6030032)"
,340,485450312,1151,1153,rail,,rail,,,,,,,,,,,,yard,10.781261251383963,"LINESTRING (-86.7836526 33.6030032, -86.783703 33.6029158)"
,341,485450312,1153,1152,rail,,rail,,,,,,,,,,,,yard,151.73778238192787,"LINESTRING (-86.783703 33.6029158, -86.7844113 33.6016853)"
,342,485450312,1152,1154,rail,,rail,,,,,,,,,,,,yard,62.26009013708987,"LINESTRING (-86.7844113 33.6016853, -86.7846914 33.6011763)"
