name,node_id,osm_node_id,railway,level_crossing,access,description,x_coord,y_coord,geometry
,0,182172943,level_crossing,,,,-78.7583705,39.6281187,POINT (-78.7583705 39.6281187)
,1,182195383,,,,,-78.7600562,39.6280227,POINT (-78.76005619999999 39.6280227)
,2,182195384,level_crossing,,,,-78.7594783,39.6280412,POINT (-78.7594783 39.6280412)
,3,182195389,,,,,-78.7581665,39.628131,POINT (-78.7581665 39.628131)
,4,182195390,,,,,-78.7577967,39.6281136,POINT (-78.7577967 39.6281136)
,5,182195393,,,,,-78.7573592,39.6280394,POINT (-78.7573592 39.6280394)
,6,182197551,,,,,-78.7563225,39.6273273,POINT (-78.7563225 39.6273273)
,7,182197553,,,,,-78.755653,39.62741,POINT (-78.755653 39.62741)
,8,182197555,,,,,-78.7548137,39.62751,POINT (-78.7548137 39.62751)
,9,182197557,,,,,-78.7531309,39.6277675,POINT (-78.7531309 39.6277675)
,10,182197559,,,,,-78.7522866,39.6278455,POINT (-78.75228660000001 39.6278455)
,11,182218145,,,,,-78.7648649,39.6300219,POINT (-78.76486490000001 39.6300219)
,12,182218147,,,,,-78.7647207,39.6300675,POINT (-78.7647207 39.6300675)
,13,182218149,,,,,-78.7645659,39.6301008,POINT (-78.76456589999999 39.6301008)
,14,182218151,,,,,-78.763949,39.6301677,POINT (-78.763949 39.6301677)
,15,182218153,,,,,-78.763453,39.6301161,POINT (-78.763453 39.6301161)
,16,182218156,,,,,-78.7630518,39.6300072,POINT (-78.7630518 39.6300072)
,17,182221464,,,,,-78.7645645,39.6297975,POINT (-78.76456450000001 39.6297975)
,18,182221466,,,,,-78.7643885,39.6297843,POINT (-78.7643885 39.6297843)
,19,182221468,,,,,-78.7640477,39.6297306,POINT (-78.76404770000001 39.6297306)
,20,182221470,,,,,-78.7638068,39.6296804,POINT (-78.7638068 39.6296804)
,21,182221474,,,,,-78.7623109,39.6293524,POINT (-78.7623109 39.6293524)
,22,182221476,,,,,-78.7605215,39.6289592,POINT (-78.7605215 39.6289592)
,23,182221478,,,,,-78.7601911,39.6288738,POINT (-78.7601911 39.6288738)
,24,182221480,,,,,-78.7597789,39.6287348,POINT (-78.7597789 39.6287348)
,25,182221487,,,,,-78.7590562,39.6285031,POINT (-78.7590562 39.6285031)
,26,182221493,,,,,-78.7577011,39.6281656,POINT (-78.75770110000001 39.6281656)
,27,182261745,,,,,-78.734715,39.6236164,POINT (-78.73471499999999 39.6236164)
,28,182261748,,,,,-78.7349701,39.623945,POINT (-78.7349701 39.623945)
,29,182261749,,,,,-78.7352525,39.6242605,POINT (-78.7352525 39.6242605)
,30,182261752,,,,,-78.7355609,39.6245568,POINT (-78.7355609 39.6245568)
,31,182261758,,,,,-78.7363248,39.6251792,POINT (-78.73632480000001 39.6251792)
,32,182261761,,,,,-78.7367611,39.6254584,POINT (-78.7367611 39.6254584)
,33,182261763,,,,,-78.7371157,39.625662,POINT (-78.7371157 39.625662)
,34,182261765,switch,,,,-78.7387288,39.6265237,POINT (-78.7387288 39.6265237)
,35,182261767,switch,,,,-78.7388146,39.626569,POINT (-78.7388146 39.626569)
,36,182261769,,,,,-78.7403138,39.6273686,POINT (-78.7403138 39.6273686)
,37,182261771,,,,,-78.7406711,39.627553,POINT (-78.7406711 39.627553)
,38,182261773,,,,,-78.7410725,39.6277385,POINT (-78.7410725 39.6277385)
,39,182261775,,,,,-78.7413899,39.6278667,POINT (-78.7413899 39.6278667)
,40,182261776,,,,,-78.7416999,39.6279707,POINT (-78.7416999 39.6279707)
,41,182261778,,,,,-78.7468826,39.6294461,POINT (-78.74688260000001 39.6294461)
,42,182261780,,,,,-78.7472312,39.6295257,POINT (-78.7472312 39.6295257)
,43,182261783,,,,,-78.7475304,39.6295813,POINT (-78.7475304 39.6295813)
,44,182261788,,,,,-78.7480783,39.6296606,POINT (-78.7480783 39.6296606)
,45,182261791,level_crossing,,,,-78.7629262,39.6313684,POINT (-78.7629262 39.6313684)
,46,182262452,,,,,-78.7506209,39.6279632,POINT (-78.7506209 39.6279632)
,47,182262458,,,,,-78.7519424,39.6279127,POINT (-78.7519424 39.6279127)
,48,182262461,,,,,-78.7540758,39.6277196,POINT (-78.7540758 39.6277196)
,49,182262464,,,,,-78.7551862,39.6277025,POINT (-78.7551862 39.6277025)
,50,182262466,,,,,-78.7559269,39.6277761,POINT (-78.75592690000001 39.6277761)
,51,182262468,,,,,-78.7562907,39.6278369,POINT (-78.75629069999999 39.6278369)
,52,182262469,,,,,-78.7566878,39.6279188,POINT (-78.75668779999999 39.6279188)
,53,182262471,,,,,-78.7592651,39.6286736,POINT (-78.75926509999999 39.6286736)
,54,182262473,,,,,-78.759864,39.628856,POINT (-78.75986399999999 39.628856)
,55,182262477,,,,,-78.7634089,39.6302106,POINT (-78.7634089 39.6302106)
,56,182262479,,,,,-78.7637427,39.6304467,POINT (-78.76374269999999 39.6304467)
,57,182262481,,,,,-78.7639131,39.6306112,POINT (-78.7639131 39.6306112)
,58,182263165,,,,,-78.7635666,39.6315724,POINT (-78.7635666 39.6315724)
,59,182263168,,,,,-78.7632746,39.6314847,POINT (-78.7632746 39.6314847)
,60,182263173,,,,,-78.7626257,39.6313571,POINT (-78.7626257 39.6313571)
,61,182263188,,,,,-78.7480719,39.6296981,POINT (-78.7480719 39.6296981)
,62,182263191,,,,,-78.7477697,39.6296565,POINT (-78.74776970000001 39.6296565)
